ICAO,PHASE,STND,RWY,N,VALID,REF_20,ID,OBSERVED
EGKK,DEP,22M,26L,1895,1895,12,DEP-22M-26L,2019
EGKK,DEP,230L,26L,46,46,14,DEP-230L-26L,2019
EGKK,DEP,230R,08R,32,32,13.200000000000001,DEP-230R-08R,2019
EGKK,DEP,230R,26L,69,69,14,DEP-230R-26L,2019
EGKK,DEP,231R,26L,40,40,16,DEP-231R-26L,2019
EGKK,DEP,232L,26L,37,37,14,DEP-232L-26L,2019
EGKK,DEP,232R,26L,37,37,14,DEP-232R-26L,2019
EGKK,DEP,233R,26L,31,31,14,DEP-233R-26L,2019
EGKK,DEP,23M,08R,580,580,16,DEP-23M-08R,2019
EGKK,DEP,23M,26L,1236,1236,13,DEP-23M-26L,2019
EGKK,DEP,24M,08R,617,617,15,DEP-24M-08R,2019
EGKK,DEP,24M,26L,1542,1542,12,DEP-24M-26L,2019
EGKK,DEP,25M,08R,537,537,16,DEP-25M-08R,2019
EGKK,DEP,25M,26L,1198,1198,13,DEP-25M-26L,2019
EGKK,DEP,27M,08R,609,609,15,DEP-27M-08R,2019
EGKK,DEP,27M,26L,1356,1356,12,DEP-27M-26L,2019
EGKK,DEP,28M,08R,643,643,15,DEP-28M-08R,2019
EGKK,DEP,28M,26L,1513,1513,12,DEP-28M-26L,2019
EGKK,DEP,31L,08R,79,79,16.6,DEP-31L-08R,2019
EGKK,DEP,31L,26L,170,170,13,DEP-31L-26L,2019
EGKK,DEP,31M,08R,256,256,18,DEP-31M-08R,2019
EGKK,DEP,31M,26L,618,618,15,DEP-31M-26L,2019
EGKK,DEP,31R,08R,63,63,19,DEP-31R-08R,2019
EGKK,DEP,31R,26L,120,120,13,DEP-31R-26L,2019
EGKK,DEP,32L,08R,76,76,19,DEP-32L-08R,2019
EGKK,DEP,32L,26L,135,135,14,DEP-32L-26L,2019
EGKK,DEP,32M,08R,271,271,18,DEP-32M-08R,2019
EGKK,DEP,32M,26L,583,583,15,DEP-32M-26L,2019
EGKK,DEP,32R,08R,52,52,17.200000000000003,DEP-32R-08R,2019
EGKK,DEP,32R,26L,106,106,17,DEP-32R-26L,2019
EGKK,DEP,33L,08R,100,100,17.8,DEP-33L-08R,2019
EGKK,DEP,33L,26L,200,200,14,DEP-33L-26L,2019
EGKK,DEP,33M,08R,260,260,18,DEP-33M-08R,2019
EGKK,DEP,33M,26L,545,545,15,DEP-33M-26L,2019
EGKK,DEP,33R,08R,81,81,20,DEP-33R-08R,2019
EGKK,DEP,33R,26L,148,148,16,DEP-33R-26L,2019
EGKK,DEP,34L,08R,75,75,17.8,DEP-34L-08R,2019
EGKK,DEP,34L,26L,147,147,15,DEP-34L-26L,2019
EGKK,DEP,34M,08R,265,265,18,DEP-34M-08R,2019
EGKK,DEP,34M,26L,597,597,15,DEP-34M-26L,2019
EGKK,DEP,34R,08R,59,59,18,DEP-34R-08R,2019
EGKK,DEP,34R,26L,114,114,16,DEP-34R-26L,2019
EGKK,DEP,35L,08R,62,62,18,DEP-35L-08R,2019
EGKK,DEP,35L,26L,132,132,15,DEP-35L-26L,2019
EGKK,DEP,35M,08R,265,265,18,DEP-35M-08R,2019
EGKK,DEP,35M,26L,573,573,15,DEP-35M-26L,2019
EGKK,DEP,35R,08R,39,39,21,DEP-35R-08R,2019
EGKK,DEP,35R,26L,72,72,15.200000000000001,DEP-35R-26L,2019
EGKK,DEP,36L,08R,56,56,18,DEP-36L-08R,2019
EGKK,DEP,36L,26L,104,104,15.600000000000001,DEP-36L-26L,2019
EGKK,DEP,36M,08R,291,291,18,DEP-36M-08R,2019
EGKK,DEP,36M,26L,642,642,16,DEP-36M-26L,2019
EGKK,DEP,36R,26L,49,49,17,DEP-36R-26L,2019
EGKK,DEP,37M,08R,316,316,19,DEP-37M-08R,2019
EGKK,DEP,37M,26L,720,720,15,DEP-37M-26L,2019
EGKK,DEP,38M,08R,295,295,19,DEP-38M-08R,2019
EGKK,DEP,38M,26L,682,682,15,DEP-38M-26L,2019
EGKK,DEP,46M,08R,378,378,18,DEP-46M-08R,2019
EGKK,DEP,46M,26L,803,803,15,DEP-46M-26L,2019
EGKK,DEP,47L,08R,316,316,17,DEP-47L-08R,2019
EGKK,DEP,47L,26L,680,680,14,DEP-47L-26L,2019
EGKK,DEP,47M,08R,34,34,20,DEP-47M-08R,2019
EGKK,DEP,47M,26L,92,92,16,DEP-47M-26L,2019
EGKK,DEP,47R,08R,246,246,17,DEP-47R-08R,2019
EGKK,DEP,47R,26L,572,572,14,DEP-47R-26L,2019
EGKK,DEP,48L,08R,358,358,17,DEP-48L-08R,2019
EGKK,DEP,48L,26L,746,746,14,DEP-48L-26L,2019
EGKK,DEP,48M,08R,58,58,19.4,DEP-48M-08R,2019
EGKK,DEP,48M,26L,127,127,18,DEP-48M-26L,2019
EGKK,DEP,48R,08R,332,332,17,DEP-48R-08R,2019
EGKK,DEP,48R,26L,745,745,14,DEP-48R-26L,2019
EGKK,DEP,49L,08R,290,290,16,DEP-49L-08R,2019
EGKK,DEP,49L,26L,647,647,13,DEP-49L-26L,2019
EGKK,DEP,49M,08R,58,58,19.4,DEP-49M-08R,2019
EGKK,DEP,49M,26L,138,138,17,DEP-49M-26L,2019
EGKK,DEP,49R,08R,333,333,17,DEP-49R-08R,2019
EGKK,DEP,49R,26L,691,691,15,DEP-49R-26L,2019
EGKK,DEP,50M,08R,611,611,17,DEP-50M-08R,2019
EGKK,DEP,50M,26L,1372,1372,14,DEP-50M-26L,2019
EGKK,DEP,51L,08R,398,398,15,DEP-51L-08R,2019
EGKK,DEP,51L,26L,830,830,13,DEP-51L-26L,2019
EGKK,DEP,51M,08R,153,153,19,DEP-51M-08R,2019
EGKK,DEP,51M,26L,321,321,15,DEP-51M-26L,2019
EGKK,DEP,51R,08R,208,208,16,DEP-51R-08R,2019
EGKK,DEP,51R,26L,475,475,12.800000000000011,DEP-51R-26L,2019
EGKK,DEP,52L,08R,304,304,15,DEP-52L-08R,2019
EGKK,DEP,52L,26L,589,589,12,DEP-52L-26L,2019
EGKK,DEP,52M,08R,221,221,16,DEP-52M-08R,2019
EGKK,DEP,52M,26L,541,541,14,DEP-52M-26L,2019
EGKK,DEP,52R,08R,240,240,15,DEP-52R-08R,2019
EGKK,DEP,52R,26L,476,476,12,DEP-52R-26L,2019
EGKK,DEP,53M,08R,614,614,16,DEP-53M-08R,2019
EGKK,DEP,53M,26L,1283,1283,13,DEP-53M-26L,2019
EGKK,DEP,54L,08R,476,476,15,DEP-54L-08R,2019
EGKK,DEP,54L,26L,987,987,13,DEP-54L-26L,2019
EGKK,DEP,54M,08R,136,136,19,DEP-54M-08R,2019
EGKK,DEP,54M,26L,340,340,15,DEP-54M-26L,2019
EGKK,DEP,54R,08R,185,185,14,DEP-54R-08R,2019
EGKK,DEP,54R,26L,420,420,12,DEP-54R-26L,2019
EGKK,DEP,552M,08R,505,505,14,DEP-552M-08R,2019
EGKK,DEP,552M,26L,1086,1086,12,DEP-552M-26L,2019
EGKK,DEP,553M,08R,453,453,14.400000000000006,DEP-553M-08R,2019
EGKK,DEP,553M,26L,1071,1071,13,DEP-553M-26L,2019
EGKK,DEP,554M,08R,524,524,14,DEP-554M-08R,2019
EGKK,DEP,554M,26L,1086,1086,13,DEP-554M-26L,2019
EGKK,DEP,555,08R,420,420,14,DEP-555-08R,2019
EGKK,DEP,555,26L,857,857,13,DEP-555-26L,2019
EGKK,DEP,558,08R,53,53,21,DEP-558-08R,2019
EGKK,DEP,558,26L,109,109,19,DEP-558-26L,2019
EGKK,DEP,559,26L,46,46,13,DEP-559-26L,2019
EGKK,DEP,560,08R,443,443,15,DEP-560-08R,2019
EGKK,DEP,560,26L,911,911,14,DEP-560-26L,2019
EGKK,DEP,561,08R,119,119,19,DEP-561-08R,2019
EGKK,DEP,561,26L,274,274,17,DEP-561-26L,2019
EGKK,DEP,562,08R,341,341,15,DEP-562-08R,2019
EGKK,DEP,562,26L,728,728,14,DEP-562-26L,2019
EGKK,DEP,563,08R,183,183,19,DEP-563-08R,2019
EGKK,DEP,563,26L,363,363,17,DEP-563-26L,2019
EGKK,DEP,564,08R,383,383,16,DEP-564-08R,2019
EGKK,DEP,564,26L,887,887,14,DEP-564-26L,2019
EGKK,DEP,565,08R,399,399,16,DEP-565-08R,2019
EGKK,DEP,565,26L,928,928,15,DEP-565-26L,2019
EGKK,DEP,566,08R,144,144,19,DEP-566-08R,2019
EGKK,DEP,566,26L,352,352,18,DEP-566-26L,2019
EGKK,DEP,567,08R,342,342,16,DEP-567-08R,2019
EGKK,DEP,567,26L,777,777,14,DEP-567-26L,2019
EGKK,DEP,568,08R,181,181,19,DEP-568-08R,2019
EGKK,DEP,568,26L,375,375,17,DEP-568-26L,2019
EGKK,DEP,569,08R,362,362,16,DEP-569-08R,2019
EGKK,DEP,569,26L,880,880,15,DEP-569-26L,2019
EGKK,DEP,570,08R,379,378,16,DEP-570-08R,2019
EGKK,DEP,570,26L,871,871,15,DEP-570-26L,2019
EGKK,DEP,571,08R,187,187,20,DEP-571-08R,2019
EGKK,DEP,571,26L,389,389,17,DEP-571-26L,2019
EGKK,DEP,572,08R,262,262,16.200000000000003,DEP-572-08R,2019
EGKK,DEP,572,26L,596,596,15,DEP-572-26L,2019
EGKK,DEP,573,08R,270,270,21,DEP-573-08R,2019
EGKK,DEP,573,26L,589,589,19,DEP-573-26L,2019
EGKK,DEP,574,08R,315,315,16,DEP-574-08R,2019
EGKK,DEP,574,26L,734,734,15,DEP-574-26L,2019
EGKK,DEP,64L,08R,87,87,17,DEP-64L-08R,2019
EGKK,DEP,64L,26L,187,187,16,DEP-64L-26L,2019
EGKK,DEP,64R,08R,90,90,16,DEP-64R-08R,2019
EGKK,DEP,64R,26L,195,195,15,DEP-64R-26L,2019
EGKK,DEP,65M,08R,109,109,19,DEP-65M-08R,2019
EGKK,DEP,65M,26L,208,208,16,DEP-65M-26L,2019
EGKK,DEP,66L,08R,98,98,18,DEP-66L-08R,2019
EGKK,DEP,66L,26L,192,192,16,DEP-66L-26L,2019
EGKK,DEP,66R,08R,84,84,16.6,DEP-66R-08R,2019
EGKK,DEP,66R,26L,192,192,16,DEP-66R-26L,2019
EGKK,DEP,67M,08R,95,95,17,DEP-67M-08R,2019
EGKK,DEP,67M,26L,187,187,17,DEP-67M-26L,2019
EGKK,DEP,68M,08R,93,93,17,DEP-68M-08R,2019
EGKK,DEP,68M,26L,203,203,15.400000000000006,DEP-68M-26L,2019
